1,9420
2,8511
3,9300
4,3800
5,9880
6,3200
7,8700
8,8211
9,2630
10,4557
11,4280
12,3930
13,5590
14,5362
15,4219
16,6280
17,9991
18,8660
19,1790
20,9051
21,5544
22,4317
23,5310
24,6250
25,6250
26,5070
27,3570
28,5550
29,4432
30,1652
31,8690
32,4540
33,6680
34,4770
35,6953
36,4219
37,4770
38,6997
39,7750
40,4540
41,5300
42,1070
43,6150
44,4821
45,4031
46,7387
47,7387
48,5537
49,6721
50,6890
51,5537
52,4430
53,5500
54,7750
55,5520
56,4520
57,4160
58,7640
59,2000
60,2018
61,2020
62,2030
63,2040
64,2050
65,2060
66,7910
67,8570
68,9200
69,9400
70,7811
71,5170
72,4990
73,7910
74,1390
75,7910
76,8850
77,2370
78,4601
79,6700
80,7181
81,5060
82,6870
83,3665
84,9404
85,9890
86,7040
87,1730
88,8310
89,9960
90,6860
91,3460
92,5330
93,9800
94,7800
95,7387
96,6791
97,3404
98,3384
99,6717
100,7941
101,6790
102,7972
103,4880
104,5660
105,6880
106,1160
107,7382
108,7040
109,6706
110,1367
111,7387
112,5060
113,5580
114,8630
115,8580
116,4260
117,3271
118,4280
119,4280
120,4340
121,6870
122,4400
123,6900
124,4630
125,4920
126,9890
127,3128
128,9310
129,2387
130,9200
131,9800
132,4837
133,5550
134,6464
135,6460
136,5555
137,7730
138,5377
139,7380
140,1470
141,5190
142,9860
143,2490
144,9420
145,6951
146,6500
147,4671
148,5570
149,7534
150,5370
151,6940
152,7971
153,4520
154,4983
155,4690
156,9968
157,7830
158,6600
159,7784
160,3870
161,4651
162,7130
163,7331
164,7870
165,7604
166,1401
167,9520
168,8531
169,9150
170,4052
171,6500
172,5570
173,6980
174,1320
175,6594
176,7532
177,3960
178,9630
179,8730
180,2340
181,1650
182,8600
183,1673
184,9080
185,2580
186,5000
187,6987
188,3130
189,6672
190,1852
191,8480
192,1730
193,3460
194,5001
195,4610
196,7170
197,6730
198,5555
199,8510
200,9881
201,6834
202,4960
203,1674
204,7970
205,9111
206,4500
207,6941
208,3540
209,2600
210,9690
211,1082
212,2040
213,1910
214,3700
215,4360
216,3580
217,2590
218,9290
219,3830
220,4257
221,4607
222,7320
223,6560
224,3060
225,6687
226,4280
227,6880
228,5651
229,8980
230,3130
231,4300
232,5030
233,2560
234,1547
235,4960
236,9700
237,8791
238,8800
239,8691
240,9120
241,3581
242,3740
243,4610
244,6543
245,3360
246,6533
247,1301
248,1430
249,4460
250,5380
251,5640
252,5640
253,6531
254,1547
255,5555
256,1390
257,6690
258,8920
259,4831
260,3740
261,7130
262,3850
263,3211
264,5537
265,8501
266,7783
267,2830
268,5542
269,7522
270,3052
271,8370
272,7040
273,7321
274,7370
275,4670
276,7620
277,4280
278,6760
279,4300
280,7903
281,3950
282,2530
283,3890
284,9961
285,4250
286,8904
287,1670
288,5550
289,5140
290,4690
291,7866
292,5170
293,7170
294,4560
295,5310
296,4653
297,1367
298,6941
299,4607
300,3840
301,4100
302,5310
303,2820
304,5021
305,1325
306,6700
307,5300
308,7603
309,5377
310,2221
311,8630
312,2850
313,3631
314,3190
315,1761
316,2140
317,3840
318,4317
319,3891
320,6941
321,2880
322,1404
323,2150
324,9552
325,5032
326,8583
327,1390
328,3300
329,5032
330,9820
331,6200
332,5004
333,7040
334,6830
335,6464
336,5575
337,5575
338,7110
339,7300
340,5660
341,6440
342,1470
343,3370
344,5500
345,7803
346,2288
347,8680
348,3870
349,4300
350,5081
351,6671
352,4990
353,7604
354,5590
355,1420
356,1440
357,7090
358,4260
359,9660
360,5310
361,6800
362,7604
363,2930
364,7130
365,2960
366,8450
367,3960
368,2870
369,4020
370,8900
371,2520
372,3840
373,1931
374,7940
375,8000
376,5660
377,5660
378,7620
379,1785
380,1000
381,1120
382,1130
383,1140
384,1150
385,1160
386,1170
387,1180
388,1190
389,1020
390,1200
391,1210
392,1030
393,1040
394,1050
395,1060
396,1070
397,1080
398,1090
399,3800
400,1000
401,1120
402,1130
403,1140
404,1150
405,1160
406,1170
407,1180
408,1190
409,1020
410,1200
411,1210
412,1030
413,1040
414,1050
415,1060
416,1070
417,1080
418,1090
419,7641
420,6222
421,3440
422,9255
423,7911
424,5580
425,1501
426,1910
427,4760
428,4760
429,8630
430,3380
431,2070
432,4210
433,6927
434,4790
435,9420
436,7602
437,4750
438,4750
439,3891
440,7133
441,6743
442,6230
443,7604
444,7642
445,7940
446,7870
447,6850
448,7141
449,7020
450,7061
451,5650
452,7760
453,4317
454,5561
455,4632
456,5630
457,1341
458,7063
459,4650
460,5550
461,5020
462,6971
463,6921
464,6742
465,7903
466,7903
467,7160
468,4537
469,6000
470,4654
471,6824
472,1450
