1146,1146,Houtvenne
1147,1147,Houwaart
1148,1148,Houx
1149,1149,Houyet
1150,1150,Hove
1151,1151,Hoves (Ht.)
1152,1152,Howardries
1153,1153,Huccorgne
1154,1154,Huise
1155,1155,Huissignies
1156,1156,Huizingen
1157,1157,Huldenberg
1158,1158,Hulshout
1159,1159,Hulsonniaux
1160,1160,Hulste
1161,1161,Humain
1162,1162,Humbeek
1163,1163,Hundelgem
1164,1164,Huppaye
1165,1165,Huy
1166,1166,Hyon
1167,1167,Ichtegem
1168,1168,Iddergem
1169,1169,Idegem
1170,1170,Ieper
1171,1171,Impe
1172,1172,Incourt
1173,1173,Ingelmunster
1174,1174,Ingooigem
1175,1175,Irchonwelz
1176,1176,Isières
1177,1177,Isnes
1178,1178,Itegem
1179,1179,Itterbeek
1180,1180,Ittre
1181,1181,Ivoz-Ramet
1182,1182,Ixelles
1183,1183,Izegem
1184,1184,Izel
1185,1185,Izenberge
1186,1186,Izier
1187,1187,Jabbeke
1188,1188,Jalhay
1189,1189,Jallet
1190,1190,Jamagne
1191,1191,Jambes (Namur)
1192,1192,Jamiolle
1193,1193,Jamioulx
1194,1194,Jamoigne
1195,1195,Jandrain-Jandrenouille
1196,1196,Jauche
1197,1197,Jauchelette
1198,1198,Javingue
1199,1199,Jehay
1200,1200,Jehonville
1201,1201,Jemappes
1202,1202,Jemelle
1203,1203,Jemeppe-sur-Meuse
1204,1204,Jemeppe-sur-Sambre
1205,1205,Jeneffe (Lg.)
1206,1206,Jeneffe (Nam.)
1207,1207,Jesseren
1208,1208,Jette
1209,1209,Jeuk
1210,1210,Jodoigne
1211,1211,Jodoigne-Souveraine
1212,1212,Jollain-Merlin
1213,1213,Joncret
1214,1214,Julémont
1215,1215,Jumet (Charleroi)
1216,1216,Jupille-sur-Meuse
1217,1217,Juprelle
1218,1218,Jurbise
1219,1219,Juseret
1220,1220,Kaaskerke
1221,1221,Kachtem
1222,1222,Kaggevinne
1223,1223,Kain (Tournai)
1224,1224,Kalken
1225,1225,Kallo (Beveren-Waas)
1226,1226,Kallo (Kieldrecht)
1227,1227,Kalmthout
1228,1228,Kampenhout
1229,1229,Kanegem
1230,1230,Kanne
1231,1231,Kapellen (Antw.)
1232,1232,Kapellen (Bt.)
1233,1233,Kapelle-op-den-Bos
1234,1234,Kaprijke
1235,1235,Kaster
1236,1236,Kasterlee
1237,1237,Kaulille
1238,1238,Keerbergen
1239,1239,Keiem
1240,1240,Kelmis
